0,3,396,182,35,33,1,2,1,-1
0,1,436,450,75,88,1,1,1,-1
0,2,467,477,80,89,1,1,1,-1
0,4,304,452,33,57,1,2,1,-1
0,5,890,966,77,38,1,2,1,-1
0,6,1247,945,101,49,1,5,1,-1
0,7,1529,896,51,31,1,8,1,-1
0,8,1675,845,36,30,1,8,1,-1
0,9,1740,704,38,71,1,5,1,-1
1,3,401,173,33,39,1,2,1,-1
1,1,436,449,75,88,1,1,1,-1
1,2,466,476,80,89,1,1,1,-1
1,4,304,445,33,62,1,2,1,-1
1,5,913,965,82,38,1,2,1,-1
1,6,1263,945,96,47,1,5,1,-1
1,7,1534,893,54,33,1,8,1,-1
1,8,1675,845,39,30,1,8,1,-1
1,9,1742,703,38,71,1,5,1,-1
2,3,404,166,36,36,1,2,1,-1
2,1,438,449,75,84,1,1,1,-1
2,2,467,476,80,89,1,1,1,-1
2,4,305,439,33,57,1,2,1,-1
2,5,922,965,91,38,1,2,1,-1
2,6,1279,941,100,49,1,5,1,-1
2,7,1544,890,54,33,1,8,1,-1
2,8,1680,843,37,31,1,8,1,-1
2,9,1744,705,36,68,1,5,1,-1
3,3,407,161,36,36,1,2,1,-1
3,1,436,446,75,91,1,1,1,-1
3,2,467,476,80,89,1,1,1,-1
3,4,306,432,32,58,1,2,1,-1
3,5,940,965,89,38,1,2,1,-1
3,6,1294,941,95,47,1,5,1,-1
3,7,1551,888,54,33,1,8,1,-1
3,8,1685,838,40,35,1,8,1,-1
3,9,1743,703,38,71,1,5,1,-1
4,3,412,154,34,33,1,2,1,-1
4,1,437,449,75,86,1,1,1,-1
4,2,467,475,80,89,1,1,1,-1
4,4,305,429,35,54,1,2,1,-1
4,5,958,964,89,38,1,2,1,-1
4,6,1307,938,92,47,1,5,1,-1
4,7,1552,886,56,36,1,8,1,-1
4,8,1689,839,39,33,1,8,1,-1
4,9,1743,701,38,71,1,5,1,-1
5,3,417,149,34,33,1,2,1,-1
5,1,437,452,76,86,1,1,1,-1
5,2,467,475,80,89,1,1,1,-1
5,4,309,418,35,54,1,2,1,-1
5,5,973,964,89,38,1,2,1,-1
5,6,1322,936,88,45,1,5,1,-1
5,7,1563,883,56,36,1,8,1,-1
5,8,1685,839,41,33,1,8,1,-1
5,9,1743,702,38,71,1,5,1,-1
6,3,420,146,35,28,1,2,1,-1
6,1,438,451,76,86,1,1,1,-1
6,2,467,476,80,89,1,1,1,-1
6,4,312,413,33,55,1,2,1,-1
6,5,989,963,89,38,1,2,1,-1
6,6,1334,931,88,48,1,5,1,-1
6,7,1570,882,51,36,1,8,1,-1
6,8,1691,837,41,31,1,8,1,-1
6,9,1743,703,38,71,1,5,1,-1
7,3,423,141,35,28,1,2,1,-1
7,1,438,449,76,86,1,1,1,-1
7,2,467,476,80,89,1,1,1,-1
7,4,316,406,33,55,1,2,1,-1
7,5,1007,961,89,38,1,2,1,-1
7,6,1348,928,90,49,1,5,1,-1
7,7,1573,882,51,36,1,8,1,-1
7,8,1695,835,41,31,1,8,1,-1
7,9,1742,703,38,71,1,5,1,-1
8,3,426,131,39,33,1,2,1,-1
8,1,437,449,76,86,1,1,1,-1
8,2,468,474,78,89,1,1,1,-1
8,4,316,396,35,59,1,2,1,-1
8,5,1028,960,83,39,1,2,1,-1
8,6,1363,923,90,49,1,5,1,-1
8,8,1697,833,41,31,1,8,1,-1
8,7,1578,878,51,36,1,8,1,-1
8,9,1741,703,38,71,1,5,1,-1
9,3,431,127,39,32,1,2,1,-1
9,1,437,452,76,86,1,1,1,-1
9,2,468,476,78,89,1,1,1,-1
9,4,319,386,36,56,1,2,1,-1
9,5,1043,960,87,40,1,2,1,-1
9,6,1378,917,92,54,1,5,1,-1
9,8,1702,833,41,31,1,8,1,-1
9,7,1584,876,51,36,1,8,1,-1
9,9,1740,701,40,75,1,5,1,-1
10,3,436,123,39,32,1,2,1,-1
10,1,437,449,76,86,1,1,1,-1
10,2,467,475,78,89,1,1,1,-1
10,4,320,376,36,56,1,2,1,-1
10,5,1062,960,83,42,1,2,1,-1
10,6,1388,917,92,54,1,5,1,-1
10,8,1704,833,41,31,1,8,1,-1
10,7,1587,876,51,36,1,8,1,-1
10,9,1740,699,40,75,1,5,1,-1
11,3,440,116,39,31,1,2,1,-1
11,1,436,451,76,86,1,1,1,-1
11,2,465,474,78,89,1,1,1,-1
11,4,323,368,36,56,1,2,1,-1
11,5,1075,958,83,39,1,2,1,-1
11,6,1402,910,92,54,1,5,1,-1
11,8,1708,830,41,31,1,8,1,-1
11,7,1595,873,48,36,1,8,1,-1
11,9,1740,698,40,75,1,5,1,-1
12,3,447,112,35,29,1,2,1,-1
12,1,437,452,76,86,1,1,1,-1
12,2,471,474,78,89,1,1,1,-1
12,4,326,359,36,56,1,2,1,-1
12,5,1088,955,83,39,1,2,1,-1
12,6,1415,905,92,54,1,5,1,-1
12,8,1710,832,41,31,1,8,1,-1
12,7,1594,873,50,36,1,8,1,-1
12,10,1740,873,39,29,1,8,1,-1
12,9,1740,703,40,73,1,5,1,-1
13,3,454,109,35,29,1,2,1,-1
13,1,436,450,76,86,1,1,1,-1
13,2,468,475,78,89,1,1,1,-1
13,4,328,349,36,55,1,2,1,-1
13,5,1104,956,80,39,1,2,1,-1
13,6,1417,905,100,54,1,5,1,-1
13,8,1710,831,41,31,1,8,1,-1
13,7,1597,874,50,36,1,8,1,-1
13,10,1739,875,39,29,1,8,1,-1
13,9,1741,702,40,73,1,5,1,-1
14,3,458,102,39,29,1,2,1,-1
14,1,437,451,76,86,1,1,1,-1
14,2,467,474,78,89,1,1,1,-1
14,4,331,339,36,56,1,2,1,-1
14,5,1116,953,80,39,1,2,1,-1
14,6,1436,903,87,52,1,5,1,-1
14,8,1712,829,39,30,1,8,1,-1
14,7,1601,874,50,36,1,8,1,-1
14,10,1729,879,40,30,1,8,1,-1
14,9,1741,701,40,73,1,5,1,-1
15,3,463,97,39,29,1,2,1,-1
15,1,437,451,74,85,1,1,1,-1
15,2,468,474,78,89,1,1,1,-1
15,4,335,332,36,48,1,2,1,-1
15,5,1130,952,80,39,1,2,1,-1
15,6,1451,902,87,52,1,5,1,-1
15,8,1713,831,39,30,1,8,1,-1
15,7,1607,870,50,36,1,8,1,-1
15,10,1730,882,40,30,1,8,1,-1
15,9,1742,701,40,73,1,5,1,-1
16,3,471,95,35,29,1,2,1,-1
16,1,438,451,74,85,1,1,1,-1
16,2,469,474,78,89,1,1,1,-1
16,4,339,327,36,48,1,2,1,-1
16,5,1147,949,80,39,1,2,1,-1
16,6,1462,901,86,44,1,5,1,-1
16,8,1721,829,39,30,1,8,1,-1
16,7,1612,867,50,36,1,8,1,-1
16,10,1721,880,41,30,1,8,1,-1
16,9,1741,702,40,73,1,5,1,-1
17,9,1742,701,38,75,1,5,1,-1
17,3,476,88,37,29,1,2,1,-1
17,1,439,452,74,85,1,1,1,-1
17,2,467,475,83,89,1,1,1,-1
17,4,342,316,35,50,1,2,1,-1
17,5,1161,951,80,39,1,2,1,-1
17,6,1471,894,80,49,1,5,1,-1
17,8,1723,829,39,30,1,8,1,-1
17,7,1618,863,52,38,1,8,1,-1
17,10,1723,879,41,30,1,8,1,-1
18,3,481,82,37,28,1,2,1,-1
18,1,437,451,77,85,1,1,1,-1
18,2,467,476,80,89,1,1,1,-1
18,4,345,310,35,50,1,2,1,-1
18,5,1181,949,76,39,1,2,1,-1
18,6,1484,893,95,46,1,5,1,-1
18,8,1723,828,39,30,1,8,1,-1
18,7,1627,862,42,37,1,8,1,-1
18,10,1710,881,47,37,1,8,1,-1
18,9,1742,703,38,76,1,5,1,-1
19,1,437,450,77,86,1,1,1,-1
19,2,468,474,77,92,1,1,1,-1
19,4,347,300,32,49,1,2,1,-1
19,5,1196,949,76,36,1,2,1,-1
19,6,1493,892,89,45,1,5,1,-1
19,8,1723,830,39,30,1,8,1,-1
19,7,1628,862,46,34,1,8,1,-1
19,10,1707,880,47,38,1,8,1,-1
19,9,1741,704,39,73,1,5,1,-1
19,3,488,79,37,28,1,2,1,-1
20,1,438,449,77,86,1,1,1,-1
20,2,468,477,76,87,1,1,1,-1
20,4,352,290,32,47,1,2,1,-1
20,5,1214,947,72,37,1,2,1,-1
20,6,1504,892,81,44,1,5,1,-1
20,8,1727,829,43,30,1,8,1,-1
20,7,1631,861,46,34,1,8,1,-1
20,10,1698,882,46,36,1,8,1,-1
20,9,1740,708,38,68,1,5,1,-1
20,3,494,75,37,28,1,2,1,-1
21,1,437,449,74,90,1,1,1,-1
21,2,468,478,76,87,1,1,1,-1
21,4,354,283,32,48,1,2,1,-1
21,5,1236,944,69,37,1,2,1,-1
21,6,1513,886,72,48,1,5,1,-1
21,8,1725,830,46,30,1,8,1,-1
21,7,1640,861,42,33,1,8,1,-1
21,10,1695,887,55,33,1,8,1,-1
21,9,1740,708,38,68,1,5,1,-1
21,3,501,70,39,28,1,2,1,-1
22,4,357,273,34,49,1,2,1,-1
22,5,1247,944,69,37,1,2,1,-1
22,6,1519,885,71,46,1,5,1,-1
22,8,1726,832,47,26,1,8,1,-1
22,7,1643,858,42,35,1,8,1,-1
22,10,1688,891,55,34,1,8,1,-1
22,9,1741,708,38,68,1,5,1,-1
22,3,506,69,39,28,1,2,1,-1
22,1,437,448,74,90,1,1,1,-1
22,2,468,476,76,87,1,1,1,-1
23,4,360,269,32,43,1,2,1,-1
23,5,1266,939,66,38,1,2,1,-1
23,6,1531,885,69,44,1,5,1,-1
23,8,1735,831,47,26,1,8,1,-1
