0,1,438,719,87,67,1,7,1,-1
0,2,513,833,85,45,1,7,1,-1
0,3,661,833,64,33,1,2,1,-1
0,4,766,834,71,32,1,8,1,-1
0,5,868,751,111,53,1,9,1,-1
0,9,1271,789,65,37,1,2,1,-1
0,8,1309,873,98,43,1,7,1,-1
0,7,1397,855,60,32,1,8,1,-1
0,6,1413,820,58,24,1,8,1,-1
0,11,1472,590,35,37,1,8,1,-1
0,12,1506,567,39,38,1,8,1,-1
0,13,1548,640,41,36,1,2,1,-1
0,14,1585,639,38,41,1,8,1,-1
0,10,1260,940,102,39,1,7,1,-1
1,1,443,724,88,64,1,7,1,-1
1,2,512,834,85,45,1,7,1,-1
1,3,664,834,59,33,1,2,1,-1
1,4,769,835,68,32,1,8,1,-1
1,5,880,755,111,53,1,9,1,-1
1,9,1277,790,64,37,1,2,1,-1
1,8,1309,875,98,43,1,7,1,-1
1,7,1391,856,60,32,1,8,1,-1
1,6,1423,820,58,25,1,8,1,-1
1,11,1472,591,35,37,1,8,1,-1
1,12,1510,574,39,38,1,8,1,-1
1,13,1547,639,41,36,1,2,1,-1
1,14,1587,641,38,41,1,8,1,-1
1,10,1263,940,102,39,1,7,1,-1
2,1,448,725,91,63,1,7,1,-1
2,2,512,833,87,45,1,7,1,-1
2,3,661,834,64,32,1,2,1,-1
2,4,765,833,71,32,1,8,1,-1
2,5,889,752,113,50,1,9,1,-1
2,9,1284,792,65,37,1,2,1,-1
2,8,1309,875,98,43,1,7,1,-1
2,7,1380,854,63,32,1,8,1,-1
2,6,1431,819,53,26,1,8,1,-1
2,11,1472,592,35,35,1,8,1,-1
2,12,1512,574,39,38,1,8,1,-1
2,13,1548,640,41,36,1,2,1,-1
2,14,1585,642,38,41,1,8,1,-1
2,10,1260,939,102,39,1,7,1,-1
3,1,457,727,91,61,1,7,1,-1
3,2,512,833,85,44,1,7,1,-1
3,3,660,834,64,33,1,2,1,-1
3,4,765,834,71,32,1,8,1,-1
3,5,899,752,118,53,1,9,1,-1
3,9,1296,793,62,37,1,2,1,-1
3,8,1310,873,98,42,1,7,1,-1
3,7,1375,855,59,32,1,8,1,-1
3,6,1442,819,41,29,1,8,1,-1
3,11,1472,590,35,37,1,8,1,-1
3,12,1511,576,39,38,1,8,1,-1
3,13,1547,639,41,36,1,2,1,-1
3,14,1586,645,38,41,1,8,1,-1
3,10,1260,939,102,39,1,7,1,-1
4,1,464,731,91,58,1,7,1,-1
4,2,510,832,87,45,1,7,1,-1
4,3,658,833,64,33,1,2,1,-1
4,4,766,835,71,32,1,8,1,-1
4,5,908,752,122,50,1,9,1,-1
4,9,1304,795,62,35,1,2,1,-1
4,8,1309,875,98,43,1,7,1,-1
4,7,1363,853,60,32,1,8,1,-1
4,11,1472,590,35,37,1,8,1,-1
4,12,1514,577,39,38,1,8,1,-1
4,13,1546,639,41,36,1,2,1,-1
4,14,1587,646,38,41,1,8,1,-1
4,10,1260,940,102,39,1,7,1,-1
5,1,472,732,92,58,1,7,1,-1
5,2,509,833,87,45,1,7,1,-1
5,3,658,834,64,33,1,2,1,-1
5,4,764,834,71,32,1,8,1,-1
5,5,924,754,116,50,1,9,1,-1
5,9,1308,796,62,35,1,2,1,-1
5,8,1311,874,98,45,1,7,1,-1
5,7,1357,853,60,32,1,8,1,-1
5,11,1469,590,38,37,1,8,1,-1
5,12,1519,581,39,38,1,8,1,-1
5,13,1547,639,41,36,1,2,1,-1
5,14,1588,644,38,41,1,8,1,-1
5,10,1259,939,102,39,1,7,1,-1
6,1,478,735,93,58,1,7,1,-1
6,2,510,831,83,45,1,7,1,-1
6,3,656,833,63,33,1,2,1,-1
6,4,764,835,72,30,1,8,1,-1
6,5,935,755,117,50,1,9,1,-1
6,9,1317,799,66,35,1,2,1,-1
6,8,1311,873,103,45,1,7,1,-1
6,7,1345,852,63,28,1,8,1,-1
6,11,1468,591,39,36,1,8,1,-1
6,12,1522,582,39,38,1,8,1,-1
6,13,1545,640,46,36,1,2,1,-1
6,14,1590,647,38,41,1,8,1,-1
6,10,1259,939,102,39,1,7,1,-1
7,1,484,737,94,55,1,7,1,-1
7,2,507,829,84,48,1,7,1,-1
7,3,656,833,63,33,1,2,1,-1
7,4,762,834,71,31,1,8,1,-1
7,5,948,754,117,52,1,9,1,-1
7,9,1326,800,66,35,1,2,1,-1
7,8,1310,874,99,43,1,7,1,-1
7,7,1330,852,64,24,1,8,1,-1
7,11,1468,594,39,32,1,8,1,-1
7,12,1523,586,45,39,1,8,1,-1
7,13,1544,641,46,36,1,2,1,-1
7,14,1592,651,38,41,1,8,1,-1
7,10,1261,938,102,39,1,7,1,-1
8,1,493,737,93,54,1,7,1,-1
8,2,504,831,83,45,1,7,1,-1
8,3,652,834,63,33,1,2,1,-1
8,4,762,836,72,30,1,8,1,-1
8,5,953,755,123,52,1,9,1,-1
8,9,1332,801,63,33,1,2,1,-1
8,8,1311,874,99,45,1,7,1,-1
8,7,1325,851,57,25,1,8,1,-1
8,11,1467,590,39,36,1,8,1,-1
8,12,1525,586,44,43,1,8,1,-1
8,13,1545,642,46,36,1,2,1,-1
8,14,1593,651,38,41,1,8,1,-1
8,10,1261,940,102,39,1,7,1,-1
